"idroche","nom","x","y","z"
"17_2_74@b",NA,7.46663112293255,44.0900251178434,"2247,01"
"17_2_74@c",NA,7.46691206969337,44.0898831632001,"2240,22"
"17_2_75@a",NA,7.46687985119067,44.0898404205836,"2238,89"
"17_2_75@b","Roche érodée de Fontanalba",7.46693690098152,44.0896935947059,"2230"
"17_2_75@c",NA,7.46699062423019,44.089634887436,"2230"
"17_2_76@a",NA,7.46692774596481,44.0902645528421,"2254,23"
"17_2_77@a",NA,7.4661818416905,44.0896236166171,"2228,22"
"17_2_77@b",NA,7.46616258012558,44.0896977235089,"2232,15"
"17_2_7@a",NA,7.45519081921525,44.0926122140901,"2570,14"
"17_2_7@b",NA,7.45514264571626,44.0926611356406,"2572,31"
"17_2_8@a",NA,7.45508343597783,44.0927222402151,"2575,16"
"17_2_9@a",NA,7.45521761874059,44.0927742562124,"2572,62"
"17_2_9@b",NA,7.45523327013529,44.0930161110133,"2578,19"
"17_3_1@a","Voie Sacrée",7.4708570824625,44.0903662185991,"2230"
"20_1_3@a",NA,7.47583611042744,44.1254898668585,"2205,95"
"18_1_10@a",NA,7.45659560426784,44.0890458522343,"2497,14"
"18_1_10@b",NA,7.45664741300704,44.0892734061169,"2496,48"
"18_1_11@a",NA,7.45661988410486,44.0899683082336,"2490,92"
"18_1_12@a",NA,7.45692854788678,44.0900062947344,"2485,53"
"18_1_12@b",NA,7.45693552987739,44.0899684681615,"2485,7"
"18_1_13@a",NA,7.45693312409971,44.089788589344,"2487,01"
"18_1_14@a",NA,7.45710811849899,44.0892807766329,"2487,34"
"18_1_14@b",NA,7.45710585894044,44.0892418530552,"2487,14"
"18_1_14@c",NA,7.45710600756245,44.0891668494538,"2486,72"
"18_1_15@a",NA,7.45750590757685,44.0897276100737,"2482,65"
"18_1_16@a",NA,7.45752191423603,44.0898634101606,"2480,67"
"18_1_17@a","Elephant Rock",7.45778812937549,44.0904844228196,"2470,13"
"18_1_18@a",NA,7.45471280022278,44.0868627529178,"2498,83"
"18_1_18@b",NA,7.45478555317287,44.0869423700844,"2500,24"
"18_1_19@a",NA,7.4546195565736,44.0867080285067,"2491,67"
"18_1_1@a",NA,7.45168670318516,44.0875254948352,"2534,65"
"18_1_20@a",NA,7.45487648328518,44.0866933312802,"2486,04"
"18_1_20@b",NA,7.45492343182988,44.0868846152778,"2493,42"
"18_1_21@a",NA,7.45510452522938,44.0865392218587,"2471,36"
"18_1_21@b",NA,7.4547244467119,44.0865421855385,"2479,98"
"18_1_21@c",NA,7.45447118069733,44.0865302488592,"2481,11"
"18_1_22@a",NA,7.45504681685217,44.0875278504025,"2510"
"18_1_22@b",NA,7.45504306416864,44.0874480306094,"2510"
"18_1_23@a",NA,7.45556877085874,44.08726331818,"2490"
"18_1_24@a",NA,7.4553887198724,44.0871813478552,"2490"
"18_1_25@a",NA,7.45551125588499,44.0870583627539,"2490"
"18_1_25@b",NA,7.45519415496018,44.0870817477895,"2496,66"
"18_1_25@c",NA,7.45505931810369,44.0870748785913,"2500,91"
"18_1_26@a",NA,7.45555388839724,44.0869502825903,"2486,02"
"18_1_26@b",NA,7.45561425144087,44.0869274462272,"2483,51"
"18_1_26@c",NA,7.45556027060679,44.0868674865505,"2480,31"
"18_1_27@a",NA,7.45572182696208,44.0869989083552,"2483,37"
"18_1_27@b",NA,7.45581071971691,44.0869847303488,"2480,31"
"18_1_27@c",NA,7.45584045075069,44.0869683335128,"2479,28"
"18_1_27@d",NA,7.45603740283655,44.0866471944633,"2463,45"
"18_1_28@a","Roche de l'archer",7.45581273137977,44.0874812216558,"2485,41"
"18_1_29@a",NA,7.45589077659298,44.0875586353657,"2484,05"
"18_1_29@b",NA,7.45591750474122,44.0875473794353,"2482,88"
"18_1_29@c",NA,7.45596563040344,44.0875426173073,"2481,61"
"18_1_2@a",NA,7.45202599100072,44.0874420620751,"2530,24"
"18_1_30@a",NA,7.45590774137523,44.0876380343564,"2485,8"
"18_1_31@a",NA,7.45594214014528,44.0874466896478,"2482,55"
"18_1_31@b",NA,7.45593140386991,44.0874046963367,"2482,68"
"18_1_31@c",NA,7.45602194907658,44.0874854360249,"2480,61"
"18_1_31@d",NA,7.45604627472993,44.0875242906416,"2479,56"
"18_1_32@a",NA,7.45598335837825,44.0873272576373,"2480,74"
"18_1_32@b",NA,7.45605956330478,44.0873261752803,"2478,92"
"18_1_32@c",NA,7.45601896791307,44.0872800559676,"2479,3"
"18_1_33@a",NA,7.4560792317202,44.0876654349144,"2480,76"
"18_1_34@a",NA,7.45636765863662,44.0875546379359,"2471,34"
"18_1_34@b",NA,7.45637907014694,44.0874891045118,"2471,65"
"18_1_35@a",NA,7.45622947855529,44.0871342288578,"2472,3"
"18_1_36@a",NA,7.45625524967361,44.0869832358008,"2470"
"18_1_36@b",NA,7.45593012605839,44.0870447906193,"2477,95"
"18_1_36@c",NA,7.45624203552737,44.0869138603121,"2470"
"18_1_37@a",NA,7.45641756594113,44.0870060360813,"2467,95"
"18_1_37@b",NA,7.45647079914454,44.0869506035789,"2466,86"
"18_1_38@a",NA,7.45645938784881,44.0870161369905,"2467,04"
"18_1_38@b",NA,7.45649943851028,44.0870308295899,"2466,07"
"18_1_38@c",NA,7.45659100058618,44.0870524475042,"2463,61"
"18_1_39@a",NA,7.4566383145527,44.0871228273386,"2463,15"
"18_1_39@b",NA,7.45658294763534,44.0872527273086,"2465,76"
"18_1_39@c",NA,7.45674917172365,44.0872499122211,"2461,71"
"18_1_3@a",NA,7.45265533125179,44.090381705299,"2521,56"
"18_1_3@b",NA,7.45239563396666,44.0901564156359,"2520"
"18_1_40@a",NA,7.4564722066537,44.0872554336571,"2468,1"
"18_1_40@b",NA,7.45649066178111,44.0874003700416,"2468,63"
"18_1_40@c",NA,7.45641818637568,44.0874997650214,"2470,36"
"18_1_41@a",NA,7.45671298960265,44.0874595569726,"2463,39"
"18_1_41@b",NA,7.45672973264316,44.0874912682973,"2462,38"
"18_1_41@c",NA,7.45667497826632,44.0875590698362,"2463,86"
"18_1_41@d",NA,7.45674391451162,44.0875948146778,"2462,51"
"18_1_42@a",NA,7.4567755985326,44.0876383229787,"2462,37"
"18_1_42@b",NA,7.45689379551125,44.0876200361643,"2458,57"
"18_1_42@c",NA,7.45668580391289,44.0876425446054,"2464,95"
"18_1_43@a",NA,7.45675780525153,44.0876716580139,"2463,59"
"18_1_43@b",NA,7.45668940823799,44.0876823732936,"2465,55"
"18_1_43@c",NA,7.45659706509689,44.0876968413088,"2468,62"
"18_1_43@d",NA,7.45647461075046,44.0876850989984,"2470"
"18_1_44@a",NA,7.45697870723856,44.087423874167,"2457,32"
"18_1_45@a",NA,7.45727400710937,44.0874854163477,"2450,26"
"18_1_46@a",NA,7.45724765563348,44.0875391529546,"2450"
"18_1_47@a",NA,7.45713944382948,44.0873906188328,"2453,44"
"18_1_47@b",NA,7.4572684364035,44.0873637695815,"2450,11"
"18_1_48@a",NA,7.45725431975273,44.0872844370341,"2450,14"
"18_1_49@a",NA,7.45709429374535,44.0871676023329,"2453,28"
"18_1_49@b",NA,7.45713235773787,44.087128314375,"2452,25"
"18_1_49@c",NA,7.45727526709143,44.0870696772198,"2450"
"18_1_4@a",NA,7.45607821506277,44.0900733577124,"2506,54"
"18_1_4@b",NA,7.45607617319575,44.0900636699108,"2506,71"
"18_1_50@a",NA,7.45701514938486,44.0870025885571,"2454,06"
"18_1_50@b",NA,7.45702318080228,44.0868997157206,"2452,76"
"18_1_51@a",NA,7.45694056178418,44.0863686471281,"2431,91"
"18_1_51@b",NA,7.45690114652079,44.0863929992567,"2434,85"
"18_1_52@a",NA,7.45721392044164,44.0864382903606,"2434,45"
"18_1_53@a",NA,7.45733373205221,44.0870789007151,"2448,61"
"18_1_53@b",NA,7.45735032148879,44.0871501305461,"2448,45"
"18_1_53@c",NA,7.45727750233014,44.0871727954311,"2450"
"18_1_53@d",NA,7.45731320278491,44.0869317611579,"2448,68"
"18_1_54@a",NA,7.45732737044044,44.0872485037139,"2450"
"18_1_54@b",NA,7.45738529003226,44.0872337771646,"2448,41"
"18_1_54@c",NA,7.45733052459737,44.0872833537889,"2450"
"18_1_54@d",NA,7.45735920587336,44.0873320028832,"2449,87"
"18_1_54@e",NA,7.45741055954885,44.0873245884369,"2448,64"
"18_1_55@a",NA,7.45735530743671,44.0873409010103,"2449,94"
"18_1_55@b",NA,7.45732399524282,44.0873438859444,"2450"
"18_1_56@a",NA,7.45731724345596,44.0873801890512,"2450"
"18_1_56@b",NA,7.45737130077113,44.0874026461185,"2450"
"18_1_57@a",NA,7.45747899932704,44.0873804909171,"2447,44"
"18_1_58@a",NA,7.45748712455731,44.0876027217204,"2450"
"18_1_58@b",NA,7.45755064182761,44.0876147343537,"2450"
"18_1_58@c",NA,7.45743869958021,44.0876424969924,"2450"
"18_1_59@a",NA,7.45761540832355,44.0875781705116,"2450"
"18_1_59@b",NA,7.45771383505498,44.087516044828,"2444,51"
"18_1_5@a",NA,7.4566031652423,44.0896929733856,"2499,64"
"18_1_60@a",NA,7.45762058282271,44.0872622917679,"2443,02"
"18_1_61@a",NA,7.45760421270865,44.0871305676291,"2442,14"
"18_1_61@b",NA,7.45768244514684,44.0871518877508,"2440,54"
"18_1_61@c",NA,7.45777366467684,44.0871250992919,"2437,8"
"18_1_62@a",NA,7.45769723117901,44.0870086990143,"2438,14"
"18_1_62@b",NA,7.45768927134639,44.0869590756175,"2437,55"
"18_1_62@c",NA,7.45743468038525,44.0869710471075,"2444,81"
"18_1_63@a","Roche des corniformes souvent associés",7.45765756198893,44.0866344072368,"2433,2"
"18_1_64@a",NA,7.45799038944693,44.0870995985301,"2431,64"
"18_1_64@b",NA,7.45796501386733,44.0871257907026,"2432,47"
"18_1_64@c",NA,7.45788490500057,44.0871220582184,"2434,57"
"18_1_64@d",NA,7.45792221466088,44.0869978093272,"2431,87"
"18_1_64@e",NA,7.45816111516871,44.0870315725361,"2428,96"
"18_1_64@g",NA,7.45812598125982,44.0871032216096,"2429,52"
"18_1_65@a",NA,7.45779668580515,44.0872079588013,"2438,09"
"18_1_65@b",NA,7.45774985380866,44.0873828552214,"2440,29"
"18_1_65@c",NA,7.45781524727768,44.0873772802637,"2438,73"
"18_1_66@a",NA,7.45780385471636,44.0875143116455,"2441,56"
"18_1_66@b",NA,7.45772532613705,44.0876429986563,"2449,71"
"18_1_66@c",NA,7.45808641602566,44.0876236864073,"2435,7"
"18_1_67@a",NA,7.45817216944853,44.0874423408245,"2430,07"
"18_1_67@b",NA,7.45810407905349,44.0873428400609,"2431,24"
"18_1_67@c",NA,7.45794297323779,44.0873371274948,"2435,28"
"18_1_68@a",NA,7.45820654205459,44.087250613941,"2429,41"
"18_1_68@b",NA,7.45831631626645,44.087198913362,"2427,62"
"18_1_69@a",NA,7.45833036745083,44.0873758074584,"2428,96"
"18_1_69@b",NA,7.45833073806967,44.0873582278602,"2428,54"
"18_1_69@c",NA,7.45839612647244,44.0872376579955,"2426,68"
"18_4_18@b",NA,7.46691217660922,44.086659307145,"2226,72"
"18_1_69@e",NA,7.45835678961133,44.0873395034659,"2427,89"
"18_1_69@g",NA,7.45833036088513,44.0873157475245,"2428"
"18_1_6@a",NA,7.45579170660885,44.0891359809712,"2513,02"
"18_1_70@a",NA,7.45848458468131,44.0875042143983,"2429,29"
"18_1_70@b",NA,7.45847170470144,44.0874105517417,"2427,03"
"18_1_70@c","Roche de l'anthropomorphe corniforme",7.45853792980816,44.0874165016574,"2425,88"
"18_1_70@d",NA,7.45849708017432,44.0873843594466,"2426,14"
"18_1_70@e",NA,7.45865009914809,44.0874828868357,"2425,36"
"18_1_71@a",NA,7.45872233757787,44.0871248202199,"2421,26"
"18_1_71@b",NA,7.45888638066637,44.0870596072437,"2418,14"
"18_1_71@c",NA,7.45895790535109,44.0871529591023,"2417,91"
"18_1_71@d",NA,7.45893170792677,44.087008933656,"2416,75"
"18_1_72@a",NA,7.45869795044864,44.0869324531568,"2419,66"
"18_1_72@b",NA,7.45870048358346,44.0869983538363,"2420,38"
"18_1_73@a",NA,7.45892530788652,44.0875185460012,"2422,27"
"18_1_73@b",NA,7.45897065575644,44.0875214128513,"2422,55"
"18_1_73@c",NA,7.45906412901306,44.0875195161872,"2423,04"
"18_1_74@a",NA,7.45910579788954,44.0875200561373,"2423,25"
"18_1_74@b",NA,7.4590681794066,44.0874493287956,"2417,65"
"18_1_74@c",NA,7.4591859803314,44.0874862859633,"2421,95"
"18_1_75@a",NA,7.45919375466171,44.0871648533794,"2414,23"
"18_1_75@b",NA,7.45959601071157,44.0871890299943,"2410"
"18_1_76@a",NA,7.45892821954758,44.0870936689731,"2417,9"
"18_1_76@b",NA,7.45898625463058,44.0870834396185,"2416,7"
"18_1_76@c",NA,7.45950750214346,44.0869038567611,"2410"
"18_1_77@a",NA,7.4591130259282,44.0867664595359,"2410,56"
"18_1_77@b",NA,7.45930747355568,44.0866923160666,"2410"
"18_1_77@c",NA,7.45932579549926,44.0867414519804,"2410"
"18_1_77@d",NA,7.45982784387414,44.0867703326939,"2408,93"
"18_1_78@a",NA,7.45959095189266,44.0869261043217,"2410"
"18_1_78@b",NA,7.45949075994881,44.0870311788361,"2410"
"18_1_78@c",NA,7.45979404181939,44.0869783534568,"2408,84"
"18_1_78@d",NA,7.45977837456339,44.0868751553369,"2409,64"
"18_1_78@e",NA,7.46002096103089,44.0867535901526,"2404,81"
"18_1_78@g",NA,7.45997169463721,44.0867885642517,"2405,1"
"18_1_79@a",NA,7.4599362743437,44.0871531500196,"2404,2"
"18_1_79@b",NA,7.4602195661697,44.0873043797357,"2403,29"
"18_1_79@c",NA,7.46129002263578,44.0870502855251,"2380,49"
"18_1_7@a",NA,7.45569706397001,44.0887799808233,"2512,13"
"18_1_7@b",NA,7.45565881342713,44.0890472318646,"2517,7"
"18_1_80@a",NA,7.45983884391089,44.0872602264982,"2407,25"
"18_1_80@b",NA,7.45965670030334,44.0872933608827,"2410"
"18_1_8@a",NA,7.4555455124452,44.088612112401,"2515,66"
"18_1_9@a",NA,7.45540631370149,44.0885686573557,"2518,39"
"18_2_10@a",NA,7.45698631382355,44.0881466477612,"2480,04"
"18_2_11@a",NA,7.45687095699451,44.0884515002987,"2490"
"18_2_11@b",NA,7.4568049861672,44.0884536599006,"2490"
"18_2_11@c",NA,7.45649743276556,44.0886083199596,"2496,16"
"18_2_12@a",NA,7.45858208657812,44.0882402302443,"2445,43"
"18_2_13@a",NA,7.45847879441397,44.0881640474,"2447,58"
"18_2_14@a","Roche aux nombreuses faces",7.45874387320096,44.0887660387692,"2444,92"
"18_2_14@b","Roche du défilé de corniformes",7.4591066826353,44.0884564839904,"2433,03"
"18_2_14@c","Roche du pied",7.45958337141425,44.0882204273799,"2422,1"
"18_2_15@a",NA,7.46037095198921,44.0878876173263,"2404,28"
"18_2_15@b",NA,7.46051306538078,44.0878220562498,"2401,63"
"18_2_15@c",NA,7.4607842146507,44.0878382161979,"2398,41"
"18_2_15@d",NA,7.46091182524788,44.0877989472288,"2394,22"
"18_2_15@e",NA,7.46103517962294,44.0877931430108,"2390,27"
"18_2_15@g",NA,7.46139300113553,44.0878169136081,"2384,49"
"18_2_16@a",NA,7.46102967851298,44.0874214356967,"2395,05"
"18_2_16@b",NA,7.4607237243097,44.0874176155455,"2402,25"
"18_2_16@bbis",NA,7.46075062935838,44.0874365867973,"2402,37"
"18_2_16@c",NA,7.46031170884556,44.0874722242423,"2407,65"
"18_2_16@d",NA,7.46013524892369,44.0874691973036,"2410"
"18_2_16@e",NA,7.45990080877769,44.0875082372424,"2410,81"
"18_2_16@f",NA,7.45978738537918,44.0875488779456,"2415,57"
"18_2_17@a",NA,7.4595471628048,44.0875611842586,"2420,39"
"18_2_18@a",NA,7.4594059854844,44.0875807040518,"2422,32"
"18_2_19@a",NA,7.45926338416584,44.087613645054,"2425,28"
"18_2_19@b",NA,7.45907943151655,44.0876374710552,"2428,5"
"18_2_19@c",NA,7.45893420112312,44.0876984017887,"2434,05"
"18_2_19@d",NA,7.45882389944061,44.0877196727083,"2437,85"
"18_2_19@e",NA,7.45914494566442,44.0876319886146,"2427,41"
"18_2_19@f",NA,7.45908716894982,44.0876665445255,"2429,03"
"18_2_1@a",NA,7.45721879950183,44.0888247424348,"2487,05"
"18_2_20@a",NA,7.45860089933975,44.0877243517013,"2439,32"
"18_2_20@b",NA,7.45853818440732,44.0877365004408,"2439,98"
"18_2_20@c",NA,7.45849514019688,44.0877403646739,"2440,02"
"18_2_20@d",NA,7.458420226116,44.0877455187513,"2440,79"
"18_2_21@a",NA,7.45896220783658,44.0882107480507,"2435,12"
"18_2_21@b",NA,7.45906846066635,44.088115598378,"2433,63"
"18_2_22@a",NA,7.45835409810111,44.0891863459933,"2464,44"
"18_2_22@b",NA,7.45840303760108,44.0892182735118,"2460,76"
"18_4_19@a",NA,7.46579620447702,44.0858459915091,"2252,01"
"18_2_22@c",NA,7.4584165566641,44.0891998299872,"2461,11"
"18_2_23@a",NA,7.45848311758971,44.0893050382312,"2460,21"
"18_2_24@a",NA,7.4586451358421,44.0893746917926,"2460,34"
"18_2_24@b",NA,7.45901822366408,44.0891930475826,"2445,99"
"18_2_24@c",NA,7.45912193207347,44.089107862348,"2442,54"
"18_2_25@a",NA,7.45882364741356,44.089653276397,"2462,47"
"18_2_26@a",NA,7.45908788797942,44.0896114108905,"2452,57"
"18_2_26@b",NA,7.45936364244246,44.0896854140249,"2449,73"
"18_2_27@a",NA,7.45928238703186,44.0891045223002,"2438,38"
"18_2_27@b",NA,7.45925282177545,44.0888981403641,"2436,12"
"18_2_27@c",NA,7.45924320881435,44.088836420944,"2435,32"
"18_2_27@d",NA,7.45919429538961,44.0889490776326,"2438,06"
"18_2_27@e",NA,7.45929562394092,44.0886555068971,"2433,22"
"18_2_27@g",NA,7.45960372774367,44.0884489341275,"2425,12"
"18_2_28@a",NA,7.45967337386881,44.089397361752,"2433,34"
"18_2_28@b",NA,7.45996794124689,44.0893941761507,"2424,83"
"18_2_29@a",NA,7.45999800527344,44.0893136486773,"2420"
"18_2_29@b",NA,7.45989544810985,44.0892671828782,"2422,84"
"18_2_29@c",NA,7.45952744294981,44.0891134901174,"2426,34"
"18_2_29@d",NA,7.45951956329071,44.089026468354,"2426,69"
"18_2_29@e",NA,7.45937766519451,44.0890662601011,"2430,35"
"18_2_29@g",NA,7.45942076738531,44.0890821130999,"2428,96"
"18_2_29@h",NA,7.45951350100106,44.0891753055652,"2427,34"
"18_2_2@a",NA,7.45738265055895,44.0887715257031,"2482,2"
"18_2_30@a",NA,7.45947277404799,44.0889346581505,"2426,84"
"18_2_30@b",NA,7.45994818306245,44.0888377759804,"2420,94"
"18_2_30@c",NA,7.45984380275637,44.0888408464443,"2422,75"
"18_2_30@d",NA,7.4601824699212,44.0886949097059,"2414,23"
"18_2_30@e",NA,7.46017357675463,44.0887376444261,"2415,72"
"18_2_30@f",NA,7.45982362262095,44.0889335118351,"2423,93"
"18_2_31@a",NA,7.46034479375053,44.0883850301393,"2409,5"
"18_2_31@b",NA,7.46021081547409,44.0884953343154,"2413,05"
"18_2_31@c",NA,7.45973034114516,44.0887724601654,"2424,52"
"18_2_31@d",NA,7.45975362594694,44.0888123308554,"2424,21"
"18_2_32@a",NA,7.46022419411458,44.088305278108,"2411,64"
"18_2_32@b",NA,7.46022651042726,44.088246294241,"2410,02"
"18_2_32@c",NA,7.46041456835603,44.088223979495,"2407,95"
"18_2_33@a",NA,7.46029329528462,44.0890615357938,"2417,1"
"18_2_33@b",NA,7.46043569047659,44.0890272389622,"2413,67"
"18_2_33@c",NA,7.46034451670198,44.0890352080831,"2415,67"
"18_2_33@d",NA,7.46044155064116,44.0890637600905,"2413,67"
"18_2_33@e",NA,7.46037104323241,44.089074436616,"2415,1"
"18_2_33@g",NA,7.46050659393391,44.0890246860717,"2411,96"
"18_2_34@a",NA,7.46044666404083,44.0889589030445,"2413,21"
"18_2_34@b",NA,7.46050943411477,44.0888828846397,"2411,31"
"18_2_35@a",NA,7.46083893483384,44.0888899446112,"2404,24"
"18_2_35@b",NA,7.46088921310272,44.0888250243203,"2402,31"
"18_2_35@c",NA,7.4609640353078,44.0888067600364,"2400,27"
"18_2_35@d",NA,7.46072532857931,44.0891636307143,"2407,06"
"18_2_35@e",NA,7.46080644824044,44.0891855718116,"2405,08"
"18_2_35@f",NA,7.46036948119509,44.089232801608,"2413,98"
"18_2_35@g",NA,7.46055551964835,44.0892842576211,"2409,07"
"18_2_36@a",NA,7.46043503582592,44.0886503067503,"2407,76"
"18_2_36@b",NA,7.46050940502199,44.0885695345031,"2405,95"
"18_2_36@c",NA,7.46074700690204,44.0885436367436,"2400,75"
"18_2_36@d",NA,7.4607551887237,44.0882019665856,"2401,62"
"18_2_37@a",NA,7.46132351353995,44.0876540430882,"2385,41"
"18_2_37@b",NA,7.46148054900365,44.0875758064293,"2379,83"
"18_2_37@c",NA,7.46142347649917,44.0875551929502,"2380,51"
"18_2_38@a",NA,7.46162923219799,44.087273060591,"2372,58"
"18_2_38@b",NA,7.46153166922863,44.087315996626,"2375,72"
"18_2_38@c",NA,7.46170317149937,44.0872085743699,"2370,03"
"18_2_38@d",NA,7.46158395965567,44.0872947231309,"2374,15"
"18_2_38@e",NA,7.46145215779854,44.0871493767126,"2376,61"
"18_2_39@a",NA,7.4618371248864,44.0873294853652,"2369,39"
"18_2_39@b",NA,7.46209481502749,44.0872744862355,"2359,7"
"18_2_39@c",NA,7.46219344514044,44.0874264917341,"2357,85"
"18_2_39@d",NA,7.46218999454045,44.0873854393248,"2357,34"
"18_2_3@a",NA,7.4571826176737,44.0886484627209,"2487,03"
"18_2_40@a",NA,7.46206413903754,44.0871894573883,"2360,37"
"18_2_40@b",NA,7.46240274912732,44.0870685646897,"2349,82"
"18_2_40@c",NA,7.46240752442336,44.0870546659142,"2349,37"
"18_2_40@d",NA,7.46225232289718,44.0870686045837,"2352,5"
"18_2_40@e",NA,7.462272195436,44.0870593768814,"2351,5"
"18_2_41@a",NA,7.46229067386495,44.0874242075738,"2354,22"
"18_2_41@b",NA,7.4624076693595,44.0873128592787,"2350"
"18_2_41@c",NA,7.46241823093453,44.0875884898981,"2351,73"
"18_2_41@d",NA,7.46246209481322,44.0874048319514,"2347,45"
"18_2_41@e",NA,7.46216370922282,44.0876405441995,"2360,38"
"18_2_41@g",NA,7.46219429517113,44.0875988573568,"2359,57"
"18_2_41@h",NA,7.46209508571718,44.0875861473024,"2363,03"
"18_2_42@a",NA,7.4621330078197,44.0877509512185,"2359,66"
"18_2_42@b",NA,7.46217550166239,44.0877691895547,"2358,7"
"18_2_42@c",NA,7.46224871483977,44.0877602242747,"2356,63"
"18_2_42@d",NA,7.46206814520829,44.0878239179097,"2362,67"
"18_2_42@e",NA,7.4623095218163,44.0877998427893,"2355,47"
"18_2_43@a",NA,7.46254568158698,44.0876843780586,"2350"
"18_2_43@b",NA,7.46289563306501,44.0877357427786,"2343,27"
"18_2_43@c",NA,7.46296955907888,44.0878153375535,"2341,28"
"18_2_43@d",NA,7.46277510467362,44.0878886722467,"2346,09"
"18_2_43@e",NA,7.46283527710044,44.0878766407109,"2344,26"
"18_2_44@a",NA,7.46178079006955,44.0896081337965,"2378,21"
"18_2_44@abis",NA,7.46184932160307,44.089698943218,"2375,97"
"18_2_44@b","Big Beast Rock",7.46138924055392,44.0896817544019,"2390"
"18_2_44@c",NA,7.4607800233686,44.0896302973295,"2408,11"
"18_2_44@d",NA,7.46053273406892,44.0896191677046,"2413,11"
"18_2_44@e",NA,7.46103185048567,44.089646917029,"2398,51"
"18_2_44@g",NA,7.46110057898265,44.089702402936,"2397,82"
"18_2_44@h",NA,7.46151372603058,44.0897107453839,"2389,84"
"18_2_45@a",NA,7.46024947604198,44.0894475991532,"2418,08"
"18_2_45@b",NA,7.46006982357954,44.0893656733536,"2420,63"
"18_2_45@c",NA,7.46012557810634,44.0893612106028,"2419,61"
"18_2_45@d",NA,7.46028439816683,44.0894385968613,"2416,21"
"18_2_45@e",NA,7.46034573417526,44.0894393909423,"2414,12"
"18_2_46@a",NA,7.46044117644087,44.0895294034995,"2412,83"
"18_2_46@b",NA,7.46085386721656,44.0895291745447,"2406,67"
"18_2_46@c",NA,7.46091281999568,44.0894472875144,"2404,18"
"18_2_46@d",NA,7.46094017678558,44.0894956760965,"2404,83"
"18_2_46@e",NA,7.46055895917246,44.0895530447997,"2410,12"
"18_2_46@g",NA,7.4599908312781,44.0896960597772,"2423,1"
"18_2_47@a",NA,7.46126941868516,44.0894016757099,"2397,07"
"18_2_47@b",NA,7.46131358097702,44.0895228671726,"2395,05"
"18_2_47@c",NA,7.46150752987977,44.0894659048044,"2390,33"
"18_2_47@d",NA,7.4615295241315,44.0894832682617,"2390"
"18_2_47@e",NA,7.46123243682658,44.0893685484832,"2397,88"
"18_2_47@g",NA,7.46154618969267,44.0895475831886,"2390"
"18_2_48@a",NA,7.46140160073212,44.0893084360304,"2393,42"
"18_2_48@b",NA,7.46144011270056,44.0892827058418,"2393,01"
"18_2_49@a",NA,7.46122164054322,44.0891083948276,"2394,74"
"18_2_49@c",NA,7.46155184598498,44.0890828965358,"2386,71"
"18_2_49@d",NA,7.4611955740235,44.0890626418415,"2395,19"
"18_2_49@e",NA,7.46127681652555,44.0890284240149,"2393,43"
"18_2_49@g",NA,7.46150765075855,44.0891197748759,"2388,12"
"18_2_4@a",NA,7.45784689364539,44.0887832295915,"2468,97"
"18_2_4@b",NA,7.45789781546073,44.0887002946522,"2466,74"
"18_2_4@c",NA,7.45804576341662,44.0886538517608,"2461,9"
"18_2_4@d",NA,7.45780610500803,44.0888104048258,"2470"
"18_2_4@e",NA,7.45813127712162,44.088711028683,"2462,16"
"18_2_4@g",NA,7.45829149549334,44.0887413062132,"2460,1"
"18_2_50@a",NA,7.4610867515419,44.0888033694662,"2400"
"18_2_50@b",NA,7.46149525366088,44.0890578657812,"2388,8"
"18_2_50@c",NA,7.46125757803497,44.0883640037993,"2390"
"18_2_50@d",NA,7.4609560633833,44.0884668197626,"2396,81"
"18_2_50@e",NA,7.4613531275592,44.0882566385965,"2388,49"
"18_2_51@a",NA,7.46158891606802,44.0884232325387,"2379,02"
"18_2_51@b",NA,7.46180420843608,44.0888488246191,"2379,36"
"18_2_51@c",NA,7.461805874182,44.0884032218618,"2372,64"
"18_2_51@d",NA,7.46186052368753,44.0880078158665,"2372,77"
"18_2_51@e",NA,7.46187101384477,44.0879263691125,"2371,74"
"18_2_51@g",NA,7.46183430690816,44.0880991119413,"2373,98"
"18_2_51@h",NA,7.46124321215703,44.088099556526,"2390"
"18_2_52@a",NA,7.46205774562997,44.0882221112228,"2368,15"
"18_2_52@b",NA,7.46209777802246,44.0882376661209,"2366,77"
"18_2_52@c",NA,7.46196225852799,44.0883799899945,"2368,05"
"18_2_52@d",NA,7.46193637137903,44.0885231959407,"2370,99"
"18_2_52@e",NA,7.46201887062222,44.0885321922766,"2368,94"
"18_2_52@g",NA,7.46206310511699,44.0885831244002,"2368,6"
"18_2_53@a",NA,7.46205159116762,44.0886116054867,"2369,41"
"18_2_53@b",NA,7.46185680819136,44.0886095957399,"2370"
"18_2_53@c",NA,7.46201638698166,44.0889370816826,"2372,75"
"18_2_53@d",NA,7.46190949722499,44.0890169111742,"2375,59"
"18_2_53@e",NA,7.46174394250478,44.0890699373423,"2380,8"
"18_2_54@a",NA,7.46195856927965,44.0890513986701,"2374,21"
"18_2_54@b",NA,7.46188182565748,44.0891341235831,"2376,17"
"18_2_54@c",NA,7.46201084708766,44.0890930946556,"2372,38"
"18_2_54@d",NA,7.46208809755808,44.0891004981539,"2370,08"
"18_2_54@e",NA,7.4620685418776,44.088864713091,"2371,41"
